Hugo_Symbol	Frame_Shift_Del	Frame_Shift_Ins	In_Frame_Del	In_Frame_Ins	Missense_Mutation	Nonsense_Mutation	Nonstop_Mutation	Splice_Site	Translation_Start_Site	total	MutatedSamples	AlteredSamples
GLRX2	1	0	0	0	4	0	0	0	0	5	5	5
GNG2	0	0	0	0	5	0	0	0	0	5	5	5
GPSM3	3	1	0	0	1	0	0	0	0	5	5	5
GPX4	0	0	0	0	5	0	0	0	0	5	5	5
GSC2	0	0	0	0	4	1	0	0	0	5	5	5
GSTM1	0	0	0	0	5	0	0	0	0	5	5	5
GUCA2A	0	0	0	0	4	1	0	0	0	5	5	5
GZMM	0	0	0	0	5	0	0	0	0	5	5	5
H1FNT	0	0	0	0	5	0	0	0	0	5	5	5
H2AFB1	0	0	0	0	5	0	0	0	0	5	5	5
H2AFZ	0	0	0	0	5	0	0	0	0	5	5	5
H3F3B	1	0	0	0	3	0	0	1	0	5	5	5
HAMP	0	0	0	1	1	1	0	2	0	5	5	5
HDDC2	0	0	0	0	4	0	0	1	0	5	5	5
HDDC3	0	0	0	0	4	1	0	0	0	5	5	5
HDHD3	0	0	0	0	5	0	0	0	0	5	5	5
HIGD1A	0	0	0	0	4	1	0	0	0	5	5	5
HIST1H2AB	0	0	0	0	5	0	0	0	0	5	5	5
HIST1H2BE	0	0	0	0	5	0	0	0	0	5	5	5
HIST1H2BL	0	0	0	0	5	0	0	0	0	5	5	5
HIST1H4D	1	0	0	0	2	1	1	0	0	5	5	5
HIST1H4E	2	0	0	0	3	0	0	0	0	5	5	5
HIST1H4L	0	0	0	0	5	0	0	0	0	5	5	5
HIST2H2AB	1	0	0	0	4	0	0	0	0	5	5	5
HLA-C	0	0	0	0	4	1	0	0	0	5	5	5
HMGN1	1	0	0	0	2	1	1	0	0	5	5	5
HOXD1	0	0	0	0	5	0	0	0	0	5	5	5
HPCAL4	0	0	0	0	5	0	0	0	0	5	5	5
HSD11B2	0	0	0	0	4	1	0	0	0	5	5	5
HYPK	0	0	0	0	5	0	0	0	0	5	5	5
IAPP	0	0	0	0	5	0	0	0	0	5	5	5
IER5	0	0	0	0	5	0	0	0	0	5	5	5
IFI27L1	1	0	0	0	3	0	0	1	0	5	5	5
IFITM1	0	0	0	0	4	0	0	0	1	5	5	5
IFITM5	1	0	0	0	3	0	0	0	1	5	5	5
IFNA1	0	0	0	0	5	0	0	0	0	5	5	5
IFNA7	0	0	0	0	5	0	0	0	0	5	5	5
IFNK	0	0	0	0	3	2	0	0	0	5	5	5
IFNL1	1	0	0	0	4	0	0	0	0	5	5	5
IFT20	0	0	0	0	3	0	0	1	1	5	5	5
IFT22	0	0	0	0	5	0	0	0	0	5	5	5
IGHA2	0	0	0	0	4	1	0	0	0	5	5	5
IGHV1OR15-9	0	0	0	0	5	0	0	0	0	5	5	5
IGHV3-35	1	0	0	0	4	0	0	0	0	5	5	5
IGHV3-38	0	0	0	0	4	1	0	0	0	5	5	5
IGHV3-53	0	0	0	0	5	0	0	0	0	5	5	5
IGHV3-72	0	0	0	0	4	1	0	0	0	5	5	5
IGHV3-74	0	1	0	0	4	0	0	0	0	5	5	5
IGHV4-34	0	0	0	0	5	0	0	0	0	5	5	5
IGKV1D-8	0	0	0	0	5	0	0	0	0	5	5	5
IGKV3-11	0	0	0	0	5	0	0	0	0	5	5	5
IGKV3D-11	0	0	0	0	5	0	0	0	0	5	5	5
IGLC2	0	0	0	0	4	1	0	0	0	5	5	5
IGLV1-44	1	0	0	0	4	0	0	0	0	5	5	5
IGLV3-12	0	0	0	0	5	0	0	0	0	5	5	5
IL15RA	0	0	0	0	5	0	0	0	0	5	5	5
IL17F	0	0	0	0	5	0	0	0	0	5	5	5
IL1RN	0	0	0	0	5	0	0	0	0	5	5	5
IL9	0	0	0	0	5	0	0	0	0	5	5	5
ING5	1	0	0	0	3	1	0	0	0	5	5	5
INIP	0	0	0	0	5	0	0	0	0	5	5	5
INO80C	0	0	0	0	5	0	0	0	0	5	5	5
IQCF6	0	0	0	0	5	0	0	0	0	5	5	5
ISCU	0	0	0	0	5	0	0	0	0	5	5	5
IST1	0	0	0	0	4	1	0	0	0	5	5	5
KAZALD1	0	0	0	0	4	0	0	1	0	5	5	5
KLLN	0	0	0	0	4	1	0	0	0	5	5	5
KLRG1	0	0	0	0	5	0	0	0	0	5	5	5
KLRG2	0	0	0	0	5	0	0	0	0	5	5	5
KRTAP12-4	0	0	0	0	4	1	0	0	0	5	5	5
KRTAP17-1	1	0	0	0	4	0	0	0	0	5	5	5
KRTAP19-3	0	0	0	0	4	1	0	0	0	5	5	5
KRTAP4-8	0	0	0	0	3	2	0	0	0	5	5	5
KRTAP5-10	0	0	0	0	4	1	0	0	0	5	5	5
KRTAP5-6	0	0	0	0	5	0	0	0	0	5	5	5
KRTCAP2	0	0	0	0	5	0	0	0	0	5	5	5
KRTCAP3	0	0	0	0	3	2	0	0	0	5	5	5
LAMTOR3	0	0	0	0	4	1	0	0	0	5	5	5
LAMTOR4	0	0	0	0	5	0	0	0	0	5	5	5
LCE1A	0	1	0	0	4	0	0	0	0	5	5	5
LCE3A	0	0	0	0	5	0	0	0	0	5	5	5
LCE4A	0	0	0	0	5	0	0	0	0	5	5	5
LIME1	1	0	0	0	4	0	0	0	0	5	5	5
LINGO3	0	0	0	0	5	0	0	0	0	5	5	5
LSM1	1	0	0	0	4	0	0	0	0	5	5	5
LSM10	0	1	0	0	4	0	0	0	0	5	5	5
LSM6	0	0	0	0	4	1	0	0	0	5	5	5
LTB	0	0	0	0	5	0	0	0	0	5	5	5
LXN	0	0	0	0	5	0	0	0	0	5	5	5
LYNX1	0	0	0	0	5	0	0	0	0	5	5	5
LYRM1	0	0	0	0	5	0	0	0	0	5	5	5
LYRM5	0	0	0	0	4	1	0	0	0	5	5	5
MAFF	0	0	0	0	5	0	0	0	0	5	5	5
MAGOH	0	0	0	0	4	0	0	1	0	5	5	5
MALL	0	0	0	0	5	0	0	0	0	5	5	5
MALSU1	0	0	0	0	4	0	0	1	0	5	5	5
MAZ	0	0	0	0	5	0	0	0	0	5	5	5
MCEE	2	1	0	0	2	0	0	0	0	5	5	5
MCIDAS	0	0	0	0	5	0	0	0	0	5	5	5
MDFI	0	0	0	0	5	0	0	0	0	5	5	5
MED19	0	0	0	0	5	0	0	0	0	5	5	5
MED21	0	0	0	0	3	2	0	0	0	5	5	5
MED29	0	0	0	0	4	1	0	0	0	5	5	5
MED30	0	0	0	0	5	0	0	0	0	5	5	5
METTL10	0	0	0	0	4	1	0	0	0	5	5	5
METTL7A	0	1	0	0	4	0	0	0	0	5	5	5
MFAP4	0	0	0	0	5	0	0	0	0	5	5	5
MGST2	3	0	0	0	1	1	0	0	0	5	5	5
MGST3	0	0	0	0	5	0	0	0	0	5	5	5
MIS18A	0	0	0	0	4	0	1	0	0	5	5	5
MIXL1	0	0	0	0	5	0	0	0	0	5	5	5
MLANA	0	1	0	0	3	1	0	0	0	5	5	5
MOB2	0	0	0	0	5	0	0	0	0	5	5	5
MOBP	0	0	0	0	5	0	0	0	0	5	5	5
MPLKIP	1	0	0	0	3	1	0	0	0	5	5	5
MPV17	0	0	0	0	4	0	0	1	0	5	5	5
MRPL34	0	0	0	0	4	0	1	0	0	5	5	5
MRPL52	0	0	0	0	4	1	0	0	0	5	5	5
MRPS18C	0	0	0	0	3	2	0	0	0	5	5	5
MUCL1	0	0	0	0	4	1	0	0	0	5	5	5
MXD4	0	0	0	0	5	0	0	0	0	5	5	5
MYL12A	1	0	0	0	3	1	0	0	0	5	5	5
MYL4	0	0	1	0	3	1	0	0	0	5	5	5
MYL6	0	0	0	0	4	1	0	0	0	5	5	5
MZT2B	0	1	0	0	3	1	0	0	0	5	5	5
NAA50	0	0	0	0	5	0	0	0	0	5	5	5
NABP2	0	0	0	0	2	1	0	2	0	5	5	5
NAT16	1	0	0	0	4	0	0	0	0	5	5	5
NDFIP2	0	0	0	0	4	1	0	0	0	5	5	5
NDUFB8	0	0	0	0	5	0	0	0	0	5	5	5
NEU4	0	0	0	0	5	0	0	0	0	5	5	5
NEUROD2	0	0	0	0	5	0	0	0	0	5	5	5
NEUROG1	0	0	0	0	5	0	0	0	0	5	5	5
NKAIN1	0	0	0	0	5	0	0	0	0	5	5	5
NKAIN4	0	0	0	0	4	1	0	0	0	5	5	5
NKX2-8	1	0	0	0	4	0	0	0	0	5	5	5
NME2	0	0	0	0	2	2	0	1	0	5	5	5
NNAT	0	0	0	0	5	0	0	0	0	5	5	5
NOTO	0	0	0	0	5	0	0	0	0	5	5	5
NPM3	0	1	0	0	4	0	0	0	0	5	5	5
NUBPL	0	0	0	0	3	0	0	2	0	5	5	5
NUDT15	0	0	0	0	4	1	0	0	0	5	5	5
NUDT3	0	0	0	0	5	0	0	0	0	5	5	5
NUTF2	0	0	0	0	5	0	0	0	0	5	5	5
OCM	0	0	0	0	4	0	0	1	0	5	5	5
OMP	0	0	0	0	5	0	0	0	0	5	5	5
ONECUT3	0	0	0	0	5	0	0	0	0	5	5	5
OXLD1	0	0	0	0	5	0	0	0	0	5	5	5
PAGR1	0	0	0	0	4	1	0	0	0	5	5	5
PBOV1	0	0	0	0	5	0	0	0	0	5	5	5
PCP4L1	0	2	0	0	3	0	0	0	0	5	5	5
PDDC1	0	0	0	0	5	0	0	0	0	5	5	5
PEBP4	0	0	0	0	5	0	0	0	0	5	5	5
PF4	0	0	0	0	4	0	0	1	0	5	5	5
PGLS	0	0	0	0	4	1	0	0	0	5	5	5
PIGL	0	0	0	0	5	0	0	0	0	5	5	5
PILRB	0	0	0	0	4	1	0	0	0	5	5	5
PIM3	0	0	0	0	5	0	0	0	0	5	5	5
PLA2G2A	0	0	0	0	4	0	0	0	1	5	5	5
PLA2G2D	0	0	0	0	2	3	0	0	0	5	5	5
PLAC1	0	0	0	0	4	1	0	0	0	5	5	5
PMCH	0	0	0	0	3	2	0	0	0	5	5	5
PMM1	1	0	0	0	4	0	0	0	0	5	5	5
PMP22	1	0	0	0	4	0	0	0	0	5	5	5
PNRC2	0	0	0	0	5	0	0	0	0	5	5	5
POLR2D	0	0	0	0	5	0	0	0	0	5	5	5
POLR2G	0	0	0	0	5	0	0	0	0	5	5	5
POLR2I	0	0	0	0	5	0	0	0	0	5	5	5
POLR2K	0	0	0	0	4	0	0	0	1	5	5	5
POLR3GL	0	0	0	0	5	0	0	0	0	5	5	5
POP5	0	0	0	0	3	2	0	0	0	5	5	5
POP7	0	0	0	0	5	0	0	0	0	5	5	5
PPAPDC2	0	0	0	0	5	0	0	0	0	5	5	5
PPP1R11	0	0	0	0	5	0	0	0	0	5	5	5
PPP1R1A	0	0	0	0	4	0	0	1	0	5	5	5
PRLH	0	0	0	0	5	0	0	0	0	5	5	5
PRM3	0	0	0	0	4	1	0	0	0	5	5	5
PRR4	0	0	0	0	3	2	0	0	0	5	5	5
PRRX2	0	0	0	0	5	0	0	0	0	5	5	5
PSMG4	0	0	0	0	5	0	0	0	0	5	5	5
PSPN	0	0	0	0	5	0	0	0	0	5	5	5
PTGES3	0	0	0	0	5	0	0	0	0	5	5	5
PTH	0	0	0	0	5	0	0	0	0	5	5	5
PTPMT1	0	0	0	0	5	0	0	0	0	5	5	5
PTPRCAP	0	0	0	0	5	0	0	0	0	5	5	5
PURA	1	0	0	0	4	0	0	0	0	5	5	5
PUSL1	0	0	1	0	4	0	0	0	0	5	5	5
PYDC1	0	0	0	0	5	0	0	0	0	5	5	5
RAB44	0	0	0	0	5	0	0	0	0	5	5	5
RAB7A	0	0	0	0	5	0	0	0	0	5	5	5
RABL3	0	0	0	0	3	0	0	2	0	5	5	5
RAMP1	0	0	0	0	4	0	1	0	0	5	5	5
RAP2B	0	0	0	0	5	0	0	0	0	5	5	5
RASL10A	0	0	0	0	5	0	0	0	0	5	5	5
RASL11B	0	0	0	0	5	0	0	0	0	5	5	5
RELL1	1	0	0	0	4	0	0	0	0	5	5	5
REP15	0	0	0	0	3	2	0	0	0	5	5	5
RFK	0	0	0	0	5	0	0	0	0	5	5	5
RHOV	0	0	0	0	5	0	0	0	0	5	5	5
RNASE13	0	0	0	0	2	3	0	0	0	5	5	5
RNF149	0	0	0	0	4	1	0	0	0	5	5	5
RNF181	0	1	0	0	4	0	0	0	0	5	5	5
RNF208	0	0	0	0	5	0	0	0	0	5	5	5
RP1-130H16.18	0	0	0	0	5	0	0	0	0	5	5	5
RPL12	0	0	0	0	5	0	0	0	0	5	5	5
RPL35	0	0	0	0	4	1	0	0	0	5	5	5
RPL37	0	0	0	0	5	0	0	0	0	5	5	5
RPL39	0	0	0	0	4	1	0	0	0	5	5	5
RPP14	0	0	0	0	4	1	0	0	0	5	5	5
RTN4R	1	0	0	0	4	0	0	0	0	5	5	5
RTN4RL1	0	0	0	0	5	0	0	0	0	5	5	5
S100A11	0	0	0	0	5	0	0	0	0	5	5	5
S100A13	0	0	0	0	5	0	0	0	0	5	5	5
S100A14	0	0	0	0	5	0	0	0	0	5	5	5
S100A16	0	0	0	0	5	0	0	0	0	5	5	5
S100A3	1	0	0	0	4	0	0	0	0	5	5	5
S100A9	0	0	0	0	4	1	0	0	0	5	5	5
S100G	0	0	0	0	2	3	0	0	0	5	5	5
S1PR5	0	0	0	0	5	0	0	0	0	5	5	5
SAP25	0	0	0	0	5	0	0	0	0	5	5	5
SAPCD1	0	0	0	0	4	0	0	1	0	5	5	5
SAPCD2	0	1	1	0	3	0	0	0	0	5	5	5
SAT2	0	0	0	0	5	0	0	0	0	5	5	5
SBK1	0	0	0	0	4	0	0	1	0	5	5	5
SCAMP4	0	0	0	0	4	1	0	0	0	5	5	5
SCG5	0	0	0	0	5	0	0	0	0	5	5	5
SCGB1C1	0	0	0	0	5	0	0	0	0	5	5	5
SCGB2A1	0	0	0	0	3	2	0	0	0	5	5	5
SCP2D1	0	0	0	0	5	0	0	0	0	5	5	5
SDC3	0	0	0	0	4	1	0	0	0	5	5	5
SDHAF4	0	0	0	0	3	2	0	0	0	5	5	5
SEC61G	1	0	0	0	4	0	0	0	0	5	5	5
SEPW1	0	0	0	0	4	0	0	1	0	5	5	5
SF3B6	0	0	0	0	1	4	0	0	0	5	5	5
SIRT6	1	0	0	0	4	0	0	0	0	5	5	5
SIVA1	0	0	0	0	4	1	0	0	0	5	5	5
SLC25A29	0	0	0	0	3	1	0	1	0	5	5	5
SLC2A4RG	0	0	0	0	5	0	0	0	0	5	5	5
SLC39A3	0	0	0	0	5	0	0	0	0	5	5	5
SLC51B	0	0	0	0	3	2	0	0	0	5	5	5
SMIM13	0	1	0	0	4	0	0	0	0	5	5	5
SNRPE	0	0	0	0	4	0	0	1	0	5	5	5
SOCS1	1	0	0	0	4	0	0	0	0	5	5	5
SOD2	0	0	0	0	5	0	0	0	0	5	5	5
SOX21	0	0	0	0	5	0	0	0	0	5	5	5
SOX8	0	0	0	0	5	0	0	0	0	5	5	5
SP8	0	0	0	0	5	0	0	0	0	5	5	5
SPANXC	0	0	0	0	5	0	0	0	0	5	5	5
SPATA45	0	0	0	0	5	0	0	0	0	5	5	5
SPDYE2	0	0	0	0	5	0	0	0	0	5	5	5
SPHAR	1	0	0	0	3	0	1	0	0	5	5	5
SPINK9	0	0	0	0	4	0	1	0	0	5	5	5
SPRR4	0	0	0	0	5	0	0	0	0	5	5	5
SPRYD7	0	0	0	0	4	1	0	0	0	5	5	5
SRA1	0	0	0	0	5	0	0	0	0	5	5	5
SRGN	0	0	0	0	5	0	0	0	0	5	5	5
SRM	0	0	0	0	5	0	0	0	0	5	5	5
SSPN	0	0	0	0	5	0	0	0	0	5	5	5
SST	0	0	0	0	4	1	0	0	0	5	5	5
SSU72	0	0	0	0	4	0	0	1	0	5	5	5
SUMO1	0	0	0	0	3	2	0	0	0	5	5	5
SYNJ2BP	0	0	0	0	5	0	0	0	0	5	5	5
TAF12	0	0	0	0	4	1	0	0	0	5	5	5
TAGLN2	0	0	0	0	5	0	0	0	0	5	5	5
TAS2R43	0	0	0	0	5	0	0	0	0	5	5	5
TBCC	0	0	0	0	4	1	0	0	0	5	5	5
TEF	0	0	0	0	4	0	0	1	0	5	5	5
TEX19	0	0	0	0	4	1	0	0	0	5	5	5
TIAF1	1	0	0	0	4	0	0	0	0	5	5	5
TLX2	0	0	0	0	4	1	0	0	0	5	5	5
TLX3	1	0	0	0	4	0	0	0	0	5	5	5
TMBIM6	0	0	0	0	4	1	0	0	0	5	5	5
TMEM107	0	0	0	0	2	1	1	1	0	5	5	5
TMEM235	0	0	0	0	4	0	0	1	0	5	5	5
TMEM252	0	0	0	0	5	0	0	0	0	5	5	5
TMEM41A	1	1	0	0	3	0	0	0	0	5	5	5
TNFAIP8L2	0	0	0	0	5	0	0	0	0	5	5	5
TNFSF10	0	0	0	0	4	1	0	0	0	5	5	5
TNP1	0	0	0	0	5	0	0	0	0	5	5	5
TPSB2	1	0	0	0	4	0	0	0	0	5	5	5
TRAPPC1	0	0	0	0	5	0	0	0	0	5	5	5
TRAV12-3	0	0	0	0	5	0	0	0	0	5	5	5
TRAV13-2	0	0	0	0	5	0	0	0	0	5	5	5
TRAV18	0	0	0	0	5	0	0	0	0	5	5	5
TRAV3	0	0	0	0	4	1	0	0	0	5	5	5
TRAV36DV7	0	0	0	0	3	2	0	0	0	5	5	5
TRAV38-1	0	0	0	0	5	0	0	0	0	5	5	5
TRAV8-4	0	0	0	0	5	0	0	0	0	5	5	5
TRBV30	0	0	0	0	4	0	0	1	0	5	5	5
TRBV4-2	0	0	0	0	5	0	0	0	0	5	5	5
TRGV10	0	0	0	0	5	0	0	0	0	5	5	5
TRGV2	0	0	0	0	5	0	0	0	0	5	5	5
TRIM61	0	0	0	0	5	0	0	0	0	5	5	5
TRPT1	0	0	0	0	5	0	0	0	0	5	5	5
TSEN15	0	0	0	0	5	0	0	0	0	5	5	5
TXNL4B	0	0	0	0	4	1	0	0	0	5	5	5
U2AF1L4	0	0	0	0	5	0	0	0	0	5	5	5
UBD	0	0	0	0	5	0	0	0	0	5	5	5
UBE2F	0	0	0	0	5	0	0	0	0	5	5	5
URAD	0	0	0	0	3	2	0	0	0	5	5	5
USMG5	2	1	0	0	2	0	0	0	0	5	5	5
VCX3B	0	0	0	0	5	0	0	0	0	5	5	5
VHL	0	0	0	0	5	0	0	0	0	5	5	5
VMAC	1	0	0	0	4	0	0	0	0	5	5	5
VPREB1	0	0	0	0	5	0	0	0	0	5	5	5
XRCC3	0	0	0	0	5	0	0	0	0	5	5	5
XXbac-BPG32J3.19	0	0	0	0	5	0	0	0	0	5	5	5
ZNF581	0	0	0	0	4	1	0	0	0	5	5	5
ZNF703	2	0	0	0	3	0	0	0	0	5	5	5
JAZF1	0	0	0	0	7	0	0	0	0	7	4	4
APOA2	0	0	0	0	5	0	1	0	0	6	4	4
ECH1	0	0	0	0	6	0	0	0	0	6	4	4
GJC2	0	0	0	0	6	0	0	0	0	6	4	4
ORMDL1	0	0	0	0	4	1	0	0	1	6	4	4
PPP1R37	0	0	0	0	6	0	0	0	0	6	4	4
AES	0	0	0	0	3	1	0	1	0	5	4	4
ATP6V1F	0	0	0	0	4	0	0	1	0	5	4	4
ATP6V1G3	0	0	0	0	4	1	0	0	0	5	4	4
C14orf2	0	0	0	0	3	2	0	0	0	5	4	4
C5orf49	0	0	0	0	5	0	0	0	0	5	4	4
C8orf59	0	0	0	0	5	0	0	0	0	5	4	4
C9orf9	0	0	0	0	5	0	0	0	0	5	4	4
CAV3	0	0	0	0	5	0	0	0	0	5	4	4
CD63	0	0	0	0	4	0	0	0	1	5	4	4
CD8B	0	0	0	0	5	0	0	0	0	5	4	4
CLEC11A	1	0	0	0	4	0	0	0	0	5	4	4
COX7A2L	0	0	0	0	5	0	0	0	0	5	4	4
CPLX3	0	0	0	0	5	0	0	0	0	5	4	4
CRYGD	0	0	0	0	5	0	0	0	0	5	4	4
CXCL13	0	0	0	0	5	0	0	0	0	5	4	4
DYDC1	0	0	0	0	2	3	0	0	0	5	4	4
DYNLRB2	0	0	0	0	4	0	0	1	0	5	4	4
EIF1	0	0	0	0	5	0	0	0	0	5	4	4
F11R	0	0	0	0	5	0	0	0	0	5	4	4
FAM106A	0	0	0	0	5	0	0	0	0	5	4	4
FAM162B	0	0	0	0	5	0	0	0	0	5	4	4
FEV	0	0	0	0	5	0	0	0	0	5	4	4
FSTL3	0	0	0	0	5	0	0	0	0	5	4	4
GRIFIN	0	0	0	0	5	0	0	0	0	5	4	4
HAGH	0	0	0	0	4	1	0	0	0	5	4	4
HIGD1B	0	0	1	0	4	0	0	0	0	5	4	4
HMP19	0	0	0	0	4	0	0	1	0	5	4	4
HOXB6	0	0	0	0	5	0	0	0	0	5	4	4
IFITM2	0	0	0	0	5	0	0	0	0	5	4	4
IGHV4-61	0	0	0	0	5	0	0	0	0	5	4	4
IGKV2D-29	0	0	0	0	4	0	0	0	1	5	4	4
IGKV3D-20	1	0	0	0	4	0	0	0	0	5	4	4
IGKV4-1	0	0	0	0	5	0	0	0	0	5	4	4
IGLV2-23	0	0	0	0	4	1	0	0	0	5	4	4
KHDC1	0	0	0	0	5	0	0	0	0	5	4	4
LPAR6	0	1	0	0	4	0	0	0	0	5	4	4
MAL	1	0	0	0	4	0	0	0	0	5	4	4
MGMT	0	0	0	0	4	0	0	1	0	5	4	4
MPZ	0	0	0	0	5	0	0	0	0	5	4	4
MRFAP1L1	0	0	0	0	5	0	0	0	0	5	4	4
MTHFS	1	0	0	0	3	1	0	0	0	5	4	4
NDUFA3	1	0	0	0	4	0	0	0	0	5	4	4
NINJ2	0	0	0	0	4	0	0	0	1	5	4	4
OPALIN	0	0	0	0	4	1	0	0	0	5	4	4
PAQR4	0	0	0	0	5	0	0	0	0	5	4	4
PDCD6	0	0	0	0	5	0	0	0	0	5	4	4
PDXP	0	0	0	0	5	0	0	0	0	5	4	4
PRDX1	0	0	0	0	3	2	0	0	0	5	4	4
PRSS33	0	0	0	0	4	0	0	0	1	5	4	4
PTGES	0	0	0	0	5	0	0	0	0	5	4	4
PYURF	0	0	0	0	5	0	0	0	0	5	4	4
REEP4	0	0	0	0	5	0	0	0	0	5	4	4
RHOD	0	0	0	0	5	0	0	0	0	5	4	4
RP5-1052I5.2	0	0	0	0	4	0	0	0	1	5	4	4
RPS17	0	0	0	0	5	0	0	0	0	5	4	4
RTBDN	0	0	0	0	5	0	0	0	0	5	4	4
SDF2L1	1	0	0	0	4	0	0	0	0	5	4	4
SIGIRR	0	0	0	0	5	0	0	0	0	5	4	4
SLC7A6OS	0	0	0	0	3	2	0	0	0	5	4	4
SMNDC1	0	0	0	0	4	0	0	1	0	5	4	4
SOWAHD	0	0	0	0	5	0	0	0	0	5	4	4
SPACA4	0	0	0	0	4	1	0	0	0	5	4	4
SPC25	0	0	0	0	3	2	0	0	0	5	4	4
SPDEF	0	0	0	0	5	0	0	0	0	5	4	4
SSR1	0	0	0	0	5	0	0	0	0	5	4	4
SYCE3	0	0	0	0	5	0	0	0	0	5	4	4
SYT8	0	0	0	0	4	0	0	1	0	5	4	4
TACO1	0	0	0	0	5	0	0	0	0	5	4	4
TAF13	0	0	0	0	3	2	0	0	0	5	4	4
TBC1D29	1	0	0	0	4	0	0	0	0	5	4	4
TIMM10	0	0	0	0	4	0	0	1	0	5	4	4
TISP43	0	0	0	0	5	0	0	0	0	5	4	4
TLX1	0	0	0	0	4	0	0	1	0	5	4	4
TPSAB1	0	0	0	0	5	0	0	0	0	5	4	4
TSPAN13	1	0	0	0	4	0	0	0	0	5	4	4
TYMS	0	0	0	0	4	0	0	1	0	5	4	4
UBE2L3	0	0	0	0	3	2	0	0	0	5	4	4
UCHL3	0	0	0	0	4	0	0	1	0	5	4	4
VAMP2	0	1	0	0	4	0	0	0	0	5	4	4
VAMP4	0	0	0	0	4	1	0	0	0	5	4	4
VTI1A	0	1	0	0	2	2	0	0	0	5	4	4
WNT9B	0	0	0	0	5	0	0	0	0	5	4	4
XBP1	0	0	0	0	4	0	0	1	0	5	4	4
ZNF720	1	0	0	0	4	0	0	0	0	5	4	4
AAED1	0	0	0	0	2	0	1	1	0	4	4	4
AC007040.11	2	2	0	0	0	0	0	0	0	4	4	4
ACP1	0	0	0	0	3	1	0	0	0	4	4	4
ADIG	0	0	0	0	4	0	0	0	0	4	4	4
AGPAT2	0	0	0	0	4	0	0	0	0	4	4	4
AMH	1	1	0	0	2	0	0	0	0	4	4	4
AMN	0	0	0	0	3	1	0	0	0	4	4	4
ANAPC13	1	0	0	0	3	0	0	0	0	4	4	4
APLN	0	0	0	0	4	0	0	0	0	4	4	4
APOC1	0	0	0	0	3	1	0	0	0	4	4	4
APRT	0	0	0	0	4	0	0	0	0	4	4	4
ARL3	0	0	0	0	4	0	0	0	0	4	4	4
ARMC7	0	0	0	0	4	0	0	0	0	4	4	4
ARPC5	0	0	0	0	4	0	0	0	0	4	4	4
ATP6V0C	0	0	0	0	4	0	0	0	0	4	4	4
AVPI1	0	0	0	0	3	1	0	0	0	4	4	4
BAD	0	0	0	0	4	0	0	0	0	4	4	4
BANF1	0	0	0	0	4	0	0	0	0	4	4	4
BANF2	0	0	0	0	4	0	0	0	0	4	4	4
BCL2	0	0	0	0	4	0	0	0	0	4	4	4
BGLAP	0	0	0	0	4	0	0	0	0	4	4	4
BIVM	0	0	0	0	4	0	0	0	0	4	4	4
BLVRB	0	0	0	0	2	1	0	1	0	4	4	4
BTG1	0	0	0	0	4	0	0	0	0	4	4	4
BTLA	0	0	0	0	4	0	0	0	0	4	4	4
C11orf21	1	0	0	0	3	0	0	0	0	4	4	4
C12orf45	1	1	0	0	1	0	0	0	1	4	4	4
C12orf57	0	0	0	0	4	0	0	0	0	4	4	4
C14orf142	0	0	0	0	4	0	0	0	0	4	4	4
C17orf50	0	0	0	0	3	1	0	0	0	4	4	4
C17orf62	1	0	0	0	3	0	0	0	0	4	4	4
C19orf71	0	0	0	0	4	0	0	0	0	4	4	4
C19orf73	0	0	0	0	4	0	0	0	0	4	4	4
C1orf194	0	0	0	0	3	1	0	0	0	4	4	4
C1orf54	0	0	0	0	3	1	0	0	0	4	4	4
C2	0	0	0	0	3	1	0	0	0	4	4	4
C2orf68	0	0	0	0	4	0	0	0	0	4	4	4
C4orf3	1	0	0	0	3	0	0	0	0	4	4	4
C5orf30	0	0	0	0	2	1	1	0	0	4	4	4
C5orf58	0	0	0	0	4	0	0	0	0	4	4	4
C5orf63	0	0	0	0	4	0	0	0	0	4	4	4
C6orf47	0	0	0	0	4	0	0	0	0	4	4	4
C8orf82	0	0	0	0	4	0	0	0	0	4	4	4
C9orf129	0	0	0	0	4	0	0	0	0	4	4	4
CALCA	1	1	0	0	2	0	0	0	0	4	4	4
CALCB	0	0	0	0	4	0	0	0	0	4	4	4
CALY	0	0	0	0	4	0	0	0	0	4	4	4
CARTPT	0	0	0	0	4	0	0	0	0	4	4	4
CASP16	0	0	0	0	4	0	0	0	0	4	4	4
CCDC163P	0	0	0	0	3	0	0	1	0	4	4	4
CCDC85C	1	0	1	0	1	0	0	1	0	4	4	4
CCL11	0	0	0	0	4	0	0	0	0	4	4	4
CCL14	0	0	0	0	4	0	0	0	0	4	4	4
CCL17	0	0	0	0	3	1	0	0	0	4	4	4
CCL8	0	0	0	0	3	0	0	1	0	4	4	4
CCNI2	0	0	0	0	4	0	0	0	0	4	4	4
CD160	0	0	0	0	3	1	0	0	0	4	4	4
CD164	0	0	0	0	3	1	0	0	0	4	4	4
CD164L2	0	0	0	0	4	0	0	0	0	4	4	4
CDC42SE1	0	0	0	0	4	0	0	0	0	4	4	4
CDCA4	0	0	0	0	4	0	0	0	0	4	4	4
CDK2AP1	0	0	0	0	3	1	0	0	0	4	4	4
CEND1	2	0	0	0	2	0	0	0	0	4	4	4
